DATES;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity;WLN FP Equity
10/10/2014;123;42,085;193,1;44,6;49,285;74,23435626;18,265;48,515;50,79;52,05;22,955;31,65;18,15;83,35;112,653375;68,77;137,4337753;9,103;51,68;53,19;47,36;38,845;46,095;233,25;18,505;10,805;22,44201128;24,54;25,505;13,085;83,07;36,79;55,37;45,44;38,385;11,08;41,24948808;85,05;5,578;15,46
11/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/10/2014;122,5;42,9;194,15;45,16;48,55;73,93651727;18,28;48,515;50,7;51,84;22,575;31,935;18,07;81,98;113,1941112;69,24;137,294343;8,976;51,28;53,18;47,115;38,685;45,875;231,65;18,085;10,85;22,93286485;24,515;25,415;13,105;83,08;37,015;55,98;45,455;38,515;11,095;40,88652283;84,59;5,319;15,38
14/10/2014;121,75;43,645;193;44,77;48,91;74,71733841;18,23;48,695;50,49;51,74;22,865;32,545;17,985;81,22;112,7434977;70,44;135,3887682;9,206;51,44;54,11;46,92;38,86;46,59;230,9;18,085;11,18;23,32136033;25,64;25,5;13,015;83;37,06;56,96;45,905;39,105;11,095;41,5595209;84,22;5,425;15,39
15/10/2014;119,25;41,405;186,15;42,755;47,73;72,35877559;17,27;46,455;50,31;50;22,09;31,145;17,595;79,28;112,5632523;68,35;134,1338774;8,718;50,44;51,95;45,475;37,495;44,585;232,35;17,105;10,725;22,07445269;24,85;25,04;12,55;79,5;35,145;54,73;43,7;37,85;10,49;40,11522168;83,52;5,192;15,2
16/10/2014;118,35;42,32;186,85;42,555;47,82;72,18973183;16,94;45,45;50,47;49,62;22,215;31,395;17,7;79,01;111,5268413;69,69;133,5296708;8,669;51,39;52,38;44,545;37,5;43,83;232,4;16,935;10,52;22,46294817;24,855;26;12,34;78,8;34,385;55,36;42,75;38,5;10,375;40,00179504;83,2;5,169;15,14
17/10/2014;119,35;43,8;189,3;44,155;48,995;74,05726281;17,545;47;50,91;51,13;23,145;32,865;18,045;82,47;112,8336204;71,31;137,2013881;9,275;53,21;54,47;45,5;38,44;45,435;235,25;17,835;10,65;22,73047499;25,375;26,095;12,815;81,25;36,195;57,6;43,96;39,485;10,9;40,89408461;84,46;5,294;15,3
18/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
19/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20/10/2014;119,5;44,025;189,15;42,94;48,7;72,97055298;17,285;47,065;50,11;49,36;22,56;32,335;18;80,87;112,6083137;70;137,0619558;9,178;51,76;54,16;45,06;37,935;44,92;230,95;17,59;10,8;22,32569527;25,365;25,75;12,79;80,43;36,17;56,13;43,67;39,48;10,87;39,82031242;84,86;5,242;15,25
21/10/2014;120,85;44,685;194,35;44,425;48,765;74,70123901;17,705;48,29;50,93;50,44;22,93;33,25;18,365;82,43;114,0502769;70,49;139,3858276;9,368;53,28;55,29;46,265;38,105;46,66;235,15;17,93;10,915;23,48420275;25,68;26,045;13,09;81,48;37,505;57,63;44,865;40,51;11,295;40,84115218;86,66;5,362;15,3
22/10/2014;120,9;44,62;193,35;44,59;48,85;74,33095269;17,695;48,475;50,6;51,83;22,955;33,395;18,43;82,97;114,5008904;70,5;139,0140081;9,47;53,55;55,88;46,53;37,73;47,135;236,85;17,995;10,915;23,36788674;25,795;26,395;13,225;83,43;37,76;58,49;45,21;40,71;11,4;41,47634136;86,47;5,495;15,51
23/10/2014;120,75;44,785;195,45;45,81;46,92;75,47401045;17,965;49,205;51,03;51,86;22,98;33,59;18,685;84,51;115,8527309;67,04;142,7322029;9,444;52;55,58;48,845;37,885;47,29;235,25;18,235;11,42;23,49583435;26,25;26,915;13,33;84,9;38,605;58,53;45,535;40,835;11,595;41,19655565;88,41;5,506;15,45
24/10/2014;119,7;44,085;195,05;44,855;48,365;74,58854317;17,915;49,505;50,6;51,21;22,645;33,4;18,645;84,1;115,5823628;66,77;135,4352456;9,2;51,34;55,15;48,015;38;47,31;232,55;18,175;11,58;23,63541356;26,185;27,08;13,155;84,6;38,835;57,89;45,29;40,17;11,72;40,92433171;87,84;5,505;15,76
25/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
26/10/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27/10/2014;120,05;43,525;193,7;44,435;48,555;75,26471818;17,75;48,885;50,75;50,8;22,45;32,68;18,655;84,42;115,7626082;66,13;136,0394522;8,936;51,57;54,2;47,67;37,955;47,32;238,3;18,09;11,62;22,87703317;26,025;26,885;13,08;83,4;37,765;57,35;44,76;40,025;11,605;40,30426608;88,01;5,426;15,76
28/10/2014;122,1;43,715;198,75;45,495;49,375;75,84429676;18,02;49,525;51,59;51,49;23,16;33,54;18,99;85,91;117,0693873;67,45;138,7816209;9,023;52,58;55,2;48,9;37,985;47,735;238,2;18,65;12,035;23,80988758;26,475;27,065;13,3;74,53;38,43;58,87;45,415;40,7;11,725;41,0226348;89,02;5,56;16,25
29/10/2014;122,35;43,62;199,2;46,395;49,955;76,6331676;17,89;48,47;52,21;51,66;23,14;33,46;19,025;85,89;118,4662892;68,16;140,9660604;9,009;53,41;55,59;49,615;38,62;48,4;241,15;18,87;12,215;23,86804559;26,845;26,87;13,095;71,15;37,285;60,28;45,8;41,805;11,405;40,72016376;89,72;5,004;16,15
30/10/2014;122,2;43,92;199,55;46,995;49,8;76,56876998;17,875;48,465;52,7;51,57;23,035;33,265;19,12;86,45;119,5928229;68,43;142,2209511;9,014;54,04;57,21;49,91;38,6;49,155;243,95;18,93;12,37;23,65867677;26,97;27,47;13,095;71,91;37,17;60,7;45,905;42,15;11,595;40,74284909;89,81;5,061;15,95
31/10/2014;125,1;45,475;204,45;47,42;50,57;77,47838636;18,41;50,14;54,22;52,46;23,37;34,245;19,475;88,1;121,9810745;69,19;143,1040224;9,458;55,27;59,23;50,5;39,59;50,26;247,1;19,355;12,715;24,28678323;27,55;27,76;13,335;73,66;38,415;62,88;47,6;42,94;11,795;41,65782398;90,83;5,319;16
01/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
03/11/2014;124,1;45,685;202,1;46,75;50,39;76,65731671;18,17;49,365;53,46;52,36;23,175;34,065;19,37;87,01;121,4853996;68,98;144,5913003;9,427;54,02;58,85;50,27;39,765;50,05;246,55;18,77;12,46;24,12394081;27,765;28,09;13,295;72,79;38,505;62,2;47,55;42,415;11,74;41,76368885;90,34;5,42;16,14
04/11/2014;122,55;44,975;201,6;44,995;50,01;76,02139021;17,96;48,735;53,21;51,25;23,085;33,665;19,3;86,28;118,9169027;68,36;143,0110675;9,253;54,59;59,28;49,735;39,24;50;241,35;18,635;12,31;22,73745395;27,365;27,88;13,25;71,77;37,655;61,38;46,88;41,8;11,505;40,8033433;89,69;5,354;16
05/11/2014;125,4;45,79;204,55;46,285;50,23;77,62328101;18,245;49,665;54,31;52,19;23,67;34,375;19,605;87,79;120,764418;68,7;145,6138039;9,408;55,12;59,41;50,4;39,89;50,65;247,85;18,775;12,705;22,88866477;28,115;27,8;13,635;73,31;38,005;62,7;47,82;42,075;11,665;41,88467726;90,62;5,475;16,2
06/11/2014;127,35;46,23;204,4;46,515;50,13;78,02576613;18,325;49,62;54,6;54,28;24,005;34,855;19,755;87,78;121,9360131;70,67;146,8222172;9,33;55,74;60,4;51,31;40,555;51,12;248,9;18,855;12,57;22,97473862;28,075;27,715;14,045;73,6;37,07;63,11;48,405;40,9;10,99;41,81662128;91,11;5,558;16,4
07/11/2014;126,7;45,865;201,5;46,53;49,99;77,01150362;18,26;48,67;53,5;54,47;23,565;34,465;19,625;85,96;120,6742953;70,42;146,3109654;9,102;56,16;58,98;51,07;40,4;51,3;252,4;18,625;12,365;23,50746595;27,67;27,945;14,08;72,97;36,18;61,75;48,24;40,2;10,67;41,13606144;90,73;5,495;15,96
08/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
09/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
10/11/2014;128,05;46,305;201,75;47,105;50,72;77,68767863;18,495;48,16;54;55;23,75;35,015;19,75;87,4;122,3415653;70,97;147,6123336;9,084;56,85;59,93;51,48;41,025;51,46;257;18,85;12,47;22,91425429;27,96;28,015;14,105;74,32;36,115;62,12;48,375;40,155;10,505;41,42340893;91,2;5,533;15,9
11/11/2014;130;45,55;202,85;46,71;51,07;78,34775423;18,59;48,07;54,41;55,08;24,04;34,92;19,875;88,19;123,2427923;71,12;148,727792;9,026;56,98;59,06;51,93;41,22;51,85;257;18,95;12,99;22,65835907;28,13;28,3;14,065;75,16;36,32;62,77;48,65;40,825;10,45;40,94701704;92,06;5,553;15,88
12/11/2014;128,95;44,76;199,2;45,905;50,75;77,64743012;18,265;46,905;53,73;54,09;23,645;34,13;19,755;87,24;122,7020561;70,25;147,658811;8,881;55,97;58,62;51,38;40,67;51,55;256,5;18,45;12,745;22,35361112;27,615;28,185;13,84;74,31;35,175;61,1;48,05;40,33;10,04;40,54624291;91,58;5,511;15,7
13/11/2014;131,8;43,65;201,25;45,5;51,04;78,21895899;18,38;47,045;54,09;54,36;23,91;33,96;19,775;86,95;124,1440193;70,7;148,5418823;8,874;56,6;58,51;51,57;40,21;55,15;259,15;18,395;12,735;22,50016929;27,06;28,89;13,81;74,69;35,53;61,43;47,7;40,505;10,275;39,72200933;91,3;5,431;15,87
14/11/2014;131,65;43,385;201,75;45,575;51,32;78,16261107;18,49;47,55;54,33;55,02;24,035;33,895;19,845;86,25;124,1440193;71,88;148,6348371;9,033;57,07;59,3;52;40,905;55,29;258,05;18,465;12,75;22,49551665;28,205;28,955;13,725;74,44;35,895;61,74;48,455;40,27;10,345;39,71444755;90,78;5,579;15,85
15/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/11/2014;131,35;43,735;201,2;46,04;51,34;78,39605245;18,61;47,85;54,33;55,34;24,145;34,11;20;86,69;124,6847555;71,75;148,2630177;9,038;57,19;59,13;51,91;40,79;55,41;259,15;18,445;12,92;22,81422252;28,625;28,875;14,085;75,81;36,41;61,91;47,945;40,225;10,4;40,28914253;90,7;5,678;15,75
18/11/2014;132,15;44,08;203,4;46,53;51,93;79,2090724;18,83;48,365;54,64;56,29;24,545;34,88;19,72;87,06;125,6761052;71,17;148,0306305;9,226;57,3;60,51;51,9;41,83;55,18;259,35;18,665;13,04;23,21667592;29,1;28,83;14,14;76,91;36,98;62,78;46,74;40,675;10,495;41,13606144;91,86;5,783;15,72
19/11/2014;132,6;44,31;202,85;46,505;52,03;79,28151972;18,785;48,64;54,68;56,5;24,695;35,025;19,78;87,52;126,4872095;71,2;148,2630177;9,244;56,95;60,52;51,15;41,995;55,34;259,5;18,75;13,03;22,79328564;29,075;28,76;14,32;76,83;36,99;62,86;47;40,785;10,565;40,82602862;91,43;5,904;15,78
20/11/2014;133,15;43,7;201,05;46,655;52,03;78,73413995;18,465;47,82;54,78;56,66;24,545;34,41;19,915;87,05;126,0816573;71,01;145,9391459;9,277;57,07;60,78;50,91;41,94;56,06;259;18,49;13,05;22,10004221;28,835;28,865;14,135;75,02;36,445;62,19;46,86;40,71;10,375;41,14362322;91,27;5,893;15,78
21/11/2014;135,45;43,7;204,9;48,535;52,76;80,61777033;18,915;49,67;56;57,26;25,3;36,22;20,215;88,31;130,6328537;72,48;149,8897279;9,601;57,9;62,41;51,71;42,395;56,66;261,45;18,82;13,705;23,49583435;29,965;28,915;14,245;75,91;38,005;64,56;48,275;41,365;10,68;42,14933942;92,83;5,881;15,85
22/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
23/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
24/11/2014;135,45;43,7;206,95;48,45;52,88;80,93975843;19,13;50,2;56,11;58,74;25,67;36,39;20,17;88,9;130,0470561;72,8;150,7263217;9,952;58,14;63,64;51,68;42,575;57,02;265;18,965;13,83;23,51909755;29,875;28,805;14,255;75,72;38,8;65,39;49,005;41,9;10,855;43,32897648;93,4;5,878;15,85
25/11/2014;134,8;43,695;207,35;47,685;52,23;80,8592614;19,12;51,12;56,13;58,5;25,525;36,995;20,11;88,8;129,5964426;74,7;151,3305284;10,085;58,35;64,02;52,56;43,1;56,18;262,3;19,285;13,83;23,19573904;29,92;28,235;14,355;76,2;39,495;66;49,575;42,55;11,125;43,38190891;93,39;5,975;15,44
26/11/2014;134,75;43,5;206,45;47,835;52,31;80,77876438;19,165;50,68;55,61;58,77;25,47;36,465;20,155;87,38;128,8303997;74,72;151,8417801;10,065;57,89;63,93;51,96;43,13;55,4;262,75;19,455;13,63;23,39114994;29,755;28,1;14,41;76,43;39,305;65,79;49,385;42;11,02;43,10968498;93,2;5,971;15,52
27/11/2014;136,3;43,7;210,8;45,9;52,38;81,26174653;19,28;51,28;56,17;58,4;25,545;36,69;20,33;89,36;128,875461;74,21;152,3530319;10,19;58,43;64,12;51,91;42,62;55,77;265,65;19,9;13,985;23,13292839;30,455;28,155;14,495;77,23;39,68;65,62;49,79;42,065;11,235;43,27604405;94,53;5,992;15,53
28/11/2014;137,2;43,475;212,5;44,99;52,57;81,46298909;19,415;51,56;56,75;58,93;25,445;36,94;20,48;90,3;130,2273015;73,95;154,3980391;10,3;59,06;64,52;52,03;42,67;56,15;269,25;19,815;14,165;22,94914909;30,255;28,125;14,665;77,86;39,89;65,6;48,995;42,165;11,305;43,20042629;95,31;6,027;15,5
29/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
30/11/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
01/12/2014;137,25;43,585;211,1;44,635;52,79;81,8252257;19,18;50,69;56,45;59,1;25,415;36,815;20,59;90,07;129,5513813;74,57;153,2361032;10,325;58,9;64,1;52,34;42,55;56,69;270,75;19,935;14,17;22,57926418;30,08;27,845;14,58;78,38;39,195;65,37;48,745;43,3;11,09;43,27604405;95,23;5,984;15,38
02/12/2014;138,05;43,7;213,3;46,155;50,7;81,38249207;19,2;51,03;56,59;59,15;25,38;36,685;20,575;89,88;128,2446021;75,3;152,9107612;10,12;59,34;62,54;52,42;43,8;56,49;273,05;19,975;14,16;22,92355957;30,03;27,845;14,485;77,6;39,005;64,72;48,67;43,685;11,065;43,63144752;95,89;5,994;15,2
03/12/2014;137,9;43,725;212,55;45,925;50,6;81,94597124;19,255;51,06;56,18;59,39;25,115;36,55;20,565;90,51;128,4699089;75,4;153,5149678;10,285;59,38;62,13;52,68;43,495;57,16;272,65;19,99;14,135;23,15153896;30,05;27,84;14,54;77,87;39,115;65,04;48,425;43,975;11,35;43,76755949;95,07;6,115;15,2
04/12/2014;135,6;43,12;208,75;44,505;50,98;80,8592614;19,2;49,865;55,65;59,99;24,345;35,87;20,4;90,61;128,3347248;74,76;152,5389417;10,535;59,7;61,91;52,84;43,385;57,05;284,65;19,755;14,28;22,70023283;29,925;27,655;14,38;75,5;38,015;63,41;48,17;43,53;11,08;44,17589539;94,53;6,061;15,34
05/12/2014;139,1;45,33;210,15;45,185;50,3;82,34845636;19,72;51,92;57;61,66;25,07;37,235;20,735;92,56;131,3538353;76,54;153,8403099;10,875;60,42;64,4;53,54;44,43;56,98;291;20,52;14,715;23,03754926;30,97;28,055;14,71;76,14;39,28;63,54;49,83;43,98;11,415;46,13439538;95,49;6,255;15,34
06/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
07/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
08/12/2014;138,3;44,555;208,45;44,335;50,37;81,5032376;19,6;51,75;56,6;60,73;24,73;34,91;20,68;92,53;130,5877923;75,59;152,3065545;10,675;60,31;64,06;53,23;44,36;56,74;294,05;20,265;14,58;22,63742218;31,1;27,95;14,79;75,89;38,645;63,2;49,185;43,885;11,265;45,54457685;94,37;6,291;15,35
09/12/2014;135,9;43,26;204,8;43,23;49,765;80,33603074;19,08;49,98;55,85;58,01;23,705;33,66;20,285;89,57;127,974234;74,17;149,1925664;10,32;59,19;62,41;52,09;43,515;55,7;301,8;19,61;13,845;22,10702117;29,97;27,7;14,4;73,97;37,23;61,95;48,195;42,955;10,8;44,21370427;92,66;6,096;15,5
10/12/2014;136,1;44,435;204,7;42,545;49,235;80,33603074;18,975;49,455;55,86;57,78;23,49;33,53;20,26;89,34;127,1631297;73,86;148,8672243;10,285;59,1;61,68;51,35;42,84;55,58;294,95;19,53;13,7;21,53009375;29,855;27,565;14,51;74,06;36,79;61,06;43,175;42,775;10,795;44,16077184;93,2;6,089;15,9
11/12/2014;135,4;44,24;205,3;42,57;49,205;79,66790544;19,07;49,45;55,41;58;23,63;32,96;20,285;89,25;127,073007;73,4;147,658811;10,065;59,18;61,87;50,52;43,15;54,78;293,35;19,445;13,985;21,23465108;29,85;27,46;14,4;75,18;36,515;61,59;41,32;42,44;10,715;44,09271586;93,1;6,045;16,15
12/12/2014;133,1;42,495;201,2;41,135;48,97;77,9291697;18,505;48,195;53,84;56,6;23,16;32,485;19,91;86,61;124,0088352;71,4;144,6842552;9,914;57,14;59,98;49,095;42,2;54,25;275,25;18,94;13,545;20,64376574;29;27,35;14,03;72,6;35,35;59,06;40,71;40,985;10,445;43,1021232;90,84;5,883;15,8
13/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
15/12/2014;130,1;41,25;196,3;39,37;47,85;76,02139021;18,04;46,45;52,83;55,41;22,555;32,05;19,515;84,11;121,4853996;69,6;141,1984475;9,557;56,31;58,04;48,835;41,46;53,87;272,85;18,275;13,25;19,91097487;28,37;26,91;13,73;71,1;34,365;57,57;40,545;40,195;10,175;42,19471008;89,61;5,635;15,88
16/12/2014;132,1;42,1;198;40,43;48,225;79,2171221;18,325;47,745;53,25;56,47;23,215;33,51;19,595;86,96;123,2878536;71,09;142,6857255;9,78;57,86;57,62;49,025;42,69;54,82;277;18,77;13,74;20,42509164;28,705;27,235;14,185;73,48;34,185;59,35;40,965;40,595;10,51;43,36678536;90,06;5,909;15,7
17/12/2014;133,5;43,135;198,65;41,845;48,325;79,71620365;18,23;47,48;52,89;56,32;23,485;33,575;19,65;87,08;125,85;71,93;141,7096993;9,78;57,35;58,37;48,895;42,47;54,88;304,7;18,77;13,52;20,45068117;28,665;26,555;14,12;74,1;33,885;58,41;40,95;41,045;10,345;43,50289733;89,01;5,904;15,6
18/12/2014;137,45;45,725;206,1;42,83;49,275;81,70448017;19,235;49,24;54,02;59,96;24,425;35,145;20,17;90,53;130,25;74,11;143,9406162;10,26;58,39;60,02;49,685;43,47;55,88;295,5;19,59;14,045;21,22301948;29,73;27,72;14,695;76,17;35,22;60,53;41,85;43;10,6;45,21942048;91,26;6,211;16,26
19/12/2014;137,65;45,41;210,1;42,86;49,68;81,46298909;19,305;48,445;54,12;59,96;24,325;34,855;20,24;90,8;129,95;74;144,6842552;10,33;59,23;60,66;49,975;45,1;56,44;305;19,495;14,245;21,46495679;29,855;26,645;14,765;75,38;34,46;59,99;41,69;43;10,595;48,0172776;91,74;6,162;16,53
20/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/12/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
