DATES;OR FP Equity;DG FP Equity;ASML NA Equity;SAN SQ Equity;PHIA NA Equity;FP FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;EL FP Equity;VIV FP Equity;MC FP Equity;KER FP Equity;AMS SQ Equity;SAF FP Equity;AD NA Equity;IBE SQ Equity;UNA NA Equity;INGA NA Equity;LIN GY Equity;PRX NA Equity;ITX SQ Equity;KNEBV FH Equity;ISP IM Equity;ENI IM Equity;ENGI FP Equity;ABI BB Equity;ADYEN NA Equity;SAN FP Equity;ENEL IM Equity;NOKIA FH Equity;SU FP Equity;ALV GY Equity;AIR FP Equity;BAYN GY Equity;BMW GY Equity;CRH ID Equity;BAS GY Equity;SIE GY Equity;VOW3 GY Equity;MUV2 GY Equity;SAP GY Equity;RI FP Equity;ADS GY Equity;DTE GY Equity;DPW GY Equity;DAI GY Equity;DB1 GY Equity;VNA GY Equity
27/02/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28/02/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
29/02/2016;156;63,82;84,62;3,691285668;22,96907237;41,375;77,42203845;20,295;43;64,23;109,65;19,13;153,8;149,3784761;37,165;57,31;21,48374933;5,964;39,53;10,895;#N/A;#N/A;28,62;40,95;2,342;12,95;14,285;103,6;#N/A;73,19;3,704;5,605;54,77;137,25;59,78;94,89628085;75,15;23,7;60,18;77,35275164;107,7;181,55;69,94;98,11;98,46;15,47;21,935;63,1;76,17;28,72
01/03/2016;158,95;64;86,01;3,768003036;23,72866405;41,55;78,29945602;20,82;44,01;64,53;110,35;19,375;154,7;149,5643858;38,22;58,99;22,2806243;5,975;40,45;11,185;#N/A;#N/A;29,785;41,89;2,386;13,35;14,295;104,6;#N/A;73,51;3,74;5,66;54,88;139,75;60,8;96,51019665;78,31;23,975;62,07;78,89147944;112,6;183,5;71,13;100,4;100,85;15,85;22,14;64,69;76,87;29,18
02/03/2016;155,75;62,96;85,72;3,980451132;23,46403211;42,21;77,94526911;21,435;45,48;63,33;110,15;19,385;155;150,4939345;37,875;58,33;22,03624931;5,924;39,645;11,495;#N/A;#N/A;29,66;40,88;2,476;13,45;14,2;104,3;#N/A;73,65;3,742;5,685;54,95;142,25;60,54;97,2679498;80,43;24,07;62,25;79,03630088;115,7;183,45;71,17;98,25;98,88;15,705;22,26;66,39;78,22;29
03/03/2016;153,2;63,01;85,73;3,980451132;23,22390313;42,2;78,04991524;21,585;45,735;63,04;108,75;19,2;153,7;150,1221151;37,51;58,25;21,96187431;5,9;39,215;11,395;#N/A;#N/A;29,33;41,44;2,576;13,63;14,185;103,55;#N/A;71,83;3,708;5,535;55,77;141,5;60,77;96,0673539;81,15;24,96;62,91;79,70610004;116,15;180,6;69,56;97,81;96,88;15,38;22,365;66,65;78,2;29,2
04/03/2016;155,7;63,96;86,57;4,054217832;23,72376346;42,675;78,54094709;21,35;46,485;63,76;109,5;19,16;153,35;152,1206448;37,75;58,8;21,52624933;5,878;39,745;11,45;#N/A;#N/A;29,7;41,38;2,524;13,54;14,21;105,95;#N/A;72,43;3,714;5,605;56;141,15;62,1;96,92351655;82,63;24,78;63,28;81,31723856;121;179,75;69,89;99,26;97,43;15,455;22,665;67,3;76,62;29,235
05/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
06/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
07/03/2016;153,9;63,7;86,68;4,035530268;23,54244157;42,81;79,39421555;21,055;45,63;63,68;110,9;18,995;154,65;151,2840509;37,435;58,85;21,24999934;5,803;39,705;11,225;#N/A;#N/A;29,695;42;2,464;13,59;14,01;105,6;#N/A;72,36;3,662;5,6;56,71;141,1;61,48;96,68733375;81,87;24,555;63,56;80,81036352;117,15;178;69,57;98,81;96,97;15,38;22,57;66,98;75,31;29,165
08/03/2016;154,8;63,27;85,68;4,074872508;23,34641791;42,04;79,37006645;20,7;45,66;63,27;111,2;18,83;154,8;150,8192766;37,36;59;21,21281184;5,82;39,76;11,17;#N/A;#N/A;29,41;40,14;2,486;13,25;13,78;104,3;#N/A;72,46;3,676;5,395;56,01;140,8;60,61;96,047672;80,02;24,71;63,69;80,2853858;112,3;178,7;69,38;98,64;95,56;15,3;23,3;65,05;74,61;29
09/03/2016;157,05;63,89;85,56;4,043398716;23,45913152;42,105;80,10258937;20,785;45,71;63,62;111,9;19,085;155,55;151,5629155;37,5;59,11;21,36156183;5,949;39,97;11,165;#N/A;#N/A;29,92;40,6;2,516;13,4;13,59;105,6;#N/A;73,06;3,788;5,39;55,86;141,8;60,64;96,834948;78,54;24,795;64,35;81,0547497;113,25;180,2;69,77;100;96,33;15,36;22,91;65,28;74,88;28,95
10/03/2016;153,5;63,6;85,62;4,08667518;23,09158715;40,805;78,29140631;20,37;46,15;62,23;110,5;18,715;154,35;149,053134;36,915;57,31;21,04812434;6,015;39,175;11,17;#N/A;#N/A;29,68;40,06;2,544;12,94;13,585;103,85;#N/A;72,56;3,808;5,365;53,96;138,6;58,24;94,03027725;75,42;23,815;62,16;78,61993924;108,85;178,25;68,62;99,13;97,57;15,295;22,565;62,56;74,25;29,15
11/03/2016;156,25;65,35;86,95;4,378791312;23,49343566;42,35;79,94964502;21,63;48,7;63,87;111,9;19,05;157,45;154,4909939;36,855;59,23;21,51031183;6,113;39,615;11,81;#N/A;#N/A;29,61;40,54;2,734;13,32;14,03;105,4;#N/A;73,96;3,912;5,385;55,42;144,65;60,13;96,4019462;78,72;24,97;64,41;80,67459342;113,7;184,65;69,97;101,15;99,67;15,83;23,515;65,09;75,6;30,26
12/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/03/2016;157,9;64,6;87,46;4,439771784;23,96879303;42,08;80,09453967;21,615;47,75;63,88;113,05;19,15;159,5;155,5599749;37,25;55,52;21,56874933;6,087;39,825;11,77;#N/A;#N/A;29,855;42,49;2,678;13,39;14,12;105,85;#N/A;74,96;3,9;5,46;55,69;146,25;60,41;98,65552375;80,23;25,215;65,5;82,52106678;115,6;185,7;71,07;102,45;101,95;15,965;23,835;66,28;76;30,85
15/03/2016;157,65;65,16;86,93;4,243060584;23,86588061;41,495;79,11247597;21,73;47,015;63,66;112,35;19,18;155,85;152,5389417;37,055;57,59;21,41999933;6,102;39,985;11,6;#N/A;#N/A;29,675;42,04;2,65;13,2;13,8;105,05;#N/A;74,19;3,89;5,47;55,05;146,1;60,29;98,4095;79,56;24,675;64,97;81,94178102;113;185,5;71,25;102,75;101,4;15,885;23,915;66,43;75,75;30,93
16/03/2016;155,5;65,29;86,85;4,142737872;24,01289836;41,875;78,99978013;21,885;46,05;63;110;19,055;155,05;151,2840509;37,06;59,15;21,88218682;6,03;39,525;11,42;#N/A;#N/A;29,905;42,14;2,592;13,37;13,745;104,25;#N/A;73,02;3,896;5,445;55,11;146,55;60,78;98,1733172;82,63;24,555;65,3;82,78355564;114,65;186,5;71,52;102,15;102,5;15,975;24;67,65;75,87;31,5
17/03/2016;155,45;65,38;86,28;4,174211664;24,01289836;42,855;78,28335661;21,545;44,99;62,78;109,3;18,92;151,65;148,3559725;37,01;58,74;21,55281183;6,043;39,3;11,195;#N/A;#N/A;29,79;42,31;2,52;13,61;13,835;104,25;#N/A;71,63;3,93;5,41;55,64;145,75;59,53;97,3073136;81,02;24,8;65;82,67493956;114,8;183,25;70,58;101,75;100,15;15,795;24,015;66,63;74,53;32,125
18/03/2016;159,05;64,77;86,99;4,211586792;24,24812675;42,89;78,9031837;21,59;45,62;62,86;108,85;18,92;152,35;151,7023478;37,15;60,85;21,23406184;6,045;39,6;11,295;#N/A;#N/A;29,75;42,55;2,492;13,73;13,94;107,15;#N/A;70,73;3,916;5,45;56;144,95;60,6;97,6812697;81,58;25,085;66,48;83,92402448;116,5;181,4;71,03;102,05;100,2;15,815;24,365;67,27;73,95;31,285
19/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/03/2016;156,4;64,94;86,63;4,16535966;24,1599161;41,33;79,18492329;21,705;45,195;62,75;108;18,76;150,55;148,3559725;37,38;60,79;21,13843684;6,036;39,385;11,31;#N/A;#N/A;29,875;42,62;2,518;13,73;13,74;107,55;#N/A;70,83;3,92;5,395;55,52;145,1;60,88;100,8697375;81,2;24,67;66,94;83,26327666;116;180,6;70,7;101,7;100,1;15,74;24,385;66,68;72,66;31,45
22/03/2016;154,55;65,07;87,6;4,10142852;24,30203326;41,38;79,69205455;21,29;45,115;62,41;107,45;19,305;148,75;147,1010818;37,35;61,85;21,19156184;5,98;39,105;11,24;#N/A;#N/A;30,045;41,89;2,516;13,8;13,7;108,7;#N/A;71,16;3,906;5,44;55,77;145,35;61,25;102,0506515;81,38;24,765;67,31;83,91497314;117,5;180,9;71,07;101,55;101,35;15,655;24,53;66,95;73,2;31,205
23/03/2016;158;65,44;88,11;4,013892036;24,36084035;40,855;80,41652777;21,15;44,385;63,1;108,55;19,19;150,15;146,8686946;37,475;61,71;21,49437433;5,986;39,7;11,075;#N/A;#N/A;30,145;42,09;2,45;13,47;13,73;109,45;#N/A;70,68;3,888;5,32;55,21;145,5;61,33;102,542699;81,06;24,49;67,34;83,65248428;117,2;180,25;71,45;104;103,15;15,795;24,595;67,28;73,62;31,305
24/03/2016;156,7;65;86,49;3,92438844;23,98349481;40,16;78,98368073;20,64;43,42;62,01;105,55;18,65;147,2;142,8251578;37,245;61,06;21,32437433;5,954;39,505;10,88;#N/A;#N/A;29,545;41,53;2,408;13,15;13,43;108,1;#N/A;69,02;3,91;5,195;53,56;142,6;59,77;100,8697375;79,58;24,66;66,04;82,2766806;114,85;176,65;70,84;99,98;102,45;15,48;24,255;65,86;73,92;30,7
25/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
26/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28/03/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
29/03/2016;157,6;65,2;88,16;3,901766652;24,39514449;40,045;79,51496109;20,73;43,71;62,53;107,7;18,72;150,8;145,0095972;37,545;61,88;21,03749934;5,994;39,965;10,86;#N/A;#N/A;29,78;41,95;2,434;13,15;13,5;109,85;#N/A;70,48;3,972;5,22;54,3;143,1;60,05;100,6729185;80,45;25,21;65,93;82,83786368;113,05;177,5;70,83;99,35;102,4;15,685;24,16;66,35;74;31,445
30/03/2016;160,7;66,29;89,29;3,910618656;24,62547229;40,98;81,26174653;20,65;44,45;63,55;108,8;18,93;154,5;149,8897279;37,745;62,12;21,23406184;5,951;40,42;10,865;#N/A;#N/A;30,11;43,29;2,418;13,52;13,835;111,3;#N/A;71,27;4;5,335;56,12;144,55;59,96;101,755423;82,11;25,23;67,12;84,47615622;113,55;179,65;71,16;100,25;104,6;15,945;24,995;67,93;74,74;31,76
31/03/2016;157,45;65,47;89,28;3,810295944;24,53726165;40,06;79,60350782;20,69;44,23;62,51;108,55;18,48;150,5;146,0321008;37,69;61,48;21,00562434;5,861;39,455;10,63;#N/A;#N/A;29,565;42,36;2,434;13,3;13,64;109,25;#N/A;70,86;3,898;5,225;55,54;142,95;58,35;101,6570135;80,7;24,83;66,3;84,3132321;111,85;178,75;71,1;98;103;15,775;24,42;67,37;74,99;31,625
01/04/2016;154,7;65,28;87,91;3,73259502;24,20892202;38,785;78,07406435;20,335;44,005;61,32;106,75;18,24;148,8;142,9181126;37,93;59,22;20,94187435;5,823;39,065;10,41;#N/A;#N/A;29,105;41;2,372;12,79;13,425;109,15;#N/A;70,75;3,878;5,115;54,03;140,2;56,98;99,4920045;78;24,76;65,12;82,19521854;107,7;175,8;70,07;96,09;102,45;15,445;23,975;65,88;74,35;31,355
02/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
03/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
04/04/2016;155,6;65,45;89,49;3,718825236;23,81197411;39,175;78,13041226;20,295;43,86;61,74;107,4;18,35;149,2;144,6377777;38,055;60,41;21,11718684;5,838;39,44;10,46;#N/A;#N/A;29,295;40,92;2,312;12,76;13,485;110,75;#N/A;73,84;3,842;5,11;54,21;139,65;57,32;101,2633755;77,54;24,78;64,98;82,76545296;107,15;176,2;70,04;97,49;103,85;15,305;24,225;65,4;74,38;31,455
05/04/2016;154,2;64,74;87,62;3,5899794;23,4101256;38,345;75,973092;19,61;42,95;61,23;106,25;18,105;145,35;141,0125378;37,82;58,91;21,27124934;5,764;39,51;10,13;#N/A;#N/A;28,45;40,59;2,212;12,44;13,08;109;#N/A;72,26;3,714;5,085;52,36;135,9;56,43;98,4095;74,63;24,205;63,04;80,71985012;102,85;173,55;68,78;97;102,75;14,965;23,56;63,1;72,58;31,44
06/04/2016;156,15;65,1;87,8;3,579160284;23,3513185;38,88;76,54462088;19,84;43;61,58;107,75;18,235;146,1;142,4998157;37,89;58,68;21,34562433;5,778;39,74;10,215;#N/A;#N/A;28,63;40,73;2,238;12,57;13,12;108,3;#N/A;74,76;3,73;5,13;52,91;137,65;56,46;99,63961875;75;24,615;63,02;81,30818722;103,5;174,4;69,12;96,94;104,1;15,145;23,74;62,5;73,03;31,81
07/04/2016;155,15;64,85;88,24;3,517196256;23,07688538;38,58;75,20032056;19,465;41,35;61,16;106,8;18,265;145,15;139,6646922;37,755;57,88;21,39874933;5,751;39,42;9,99;#N/A;#N/A;28,415;40,19;2,164;12,32;13,095;107,1;#N/A;74,7;3,66;5,065;52,22;136,1;56,74;98,55711425;73,85;24,55;62,01;79,72420272;102,35;173,1;68,19;96,41;103,1;15,1;23,525;59,52;71,55;31,86
08/04/2016;154,7;65,02;88,65;3,602765628;23,49833625;40,01;75,973092;19,92;41,935;61,26;107,45;18,42;145,65;140,4083311;38,15;58,94;21,33499933;5,808;39,485;10,16;#N/A;#N/A;28,57;41,37;2,294;12,85;13,33;106,85;#N/A;74,57;3,762;5,295;53,12;138,9;57,51;100,1316663;74,3;25,07;63,09;80,7832095;103,95;174,8;67,51;96,94;103;15,105;24,045;59,62;71,68;32,17
09/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
10/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
11/04/2016;153,95;64,58;88,3;3,669647436;23,45423093;40,19;76,79416165;20,18;42,315;60,93;106;18,39;146,05;139,5252599;38,265;59,06;21,34562433;5,844;39,505;10,37;#N/A;#N/A;28,53;41,24;2,334;12,89;13,48;106,05;#N/A;74,21;3,778;5,22;53,56;139,65;56,35;100,4268948;74,79;25,285;64,11;80,90992826;106,4;175,45;67,42;96,63;102,35;15,16;24,295;60,5;71,31;32,305
12/04/2016;154,5;64,75;88,4;3,709973232;23,76296819;40,93;78,76633876;20,715;42,56;60,95;106,6;18,41;148,3;140,0829891;38,32;59,03;21,32968683;5,869;39,465;10,365;#N/A;#N/A;28,735;41,38;2,238;12,96;13,43;106,2;#N/A;74,25;3,75;5,16;53,69;142,1;56,07;100,9189423;75,35;25,28;64,83;81,29008454;107,45;177,9;68,45;97,32;103,1;15,32;24,435;61,3;71,18;31,515
13/04/2016;157,65;64,9;90,28;3,991270248;24,18441906;42,565;81,46298909;22,055;45,265;61,93;110;18,745;154,55;144,5448229;39,07;60,98;21,34031183;5,924;40,515;10,905;#N/A;#N/A;28,98;41,26;2,424;13,48;13,805;108,5;#N/A;76;3,822;5,365;55,92;146,7;57,61;103,723613;78;25,78;66,92;83,4533548;111,8;181,85;69,38;99,03;104,05;15,51;25,17;63,5;72,6;31,435
14/04/2016;159,6;65,84;88,8;4,021760484;24,38044272;42,815;81,54348612;22,025;45,66;62,67;110,55;18,8;153,5;143,6152742;39,43;61,04;21,28187433;5,928;39,9;11,045;#N/A;#N/A;28,905;41,62;2,436;13,72;13,845;110,15;#N/A;77,3;3,838;5,525;56,59;147,35;56,87;104,0680463;79,2;25,8;68,17;84,21366736;112,3;182,25;69,96;99,8;105,25;15,605;25,32;63,86;72,88;30,955
15/04/2016;158,65;65,95;88,75;3,990286692;24,39514449;42,545;81,8252257;22,145;45,16;62,16;108,4;18,765;152,4;143,8011839;39,4;60,36;21,21281184;5,949;40,3;11,07;#N/A;#N/A;28,77;42,13;2,448;13,54;13,875;112,1;#N/A;77,45;3,808;5,45;56,38;147,55;56,58;104,0188415;78,37;25,665;68,26;83,96928118;109,65;181,05;69,7;100,05;104,35;15,675;25,225;62,51;72,48;31,015
16/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
17/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
18/04/2016;160,45;66,05;87,68;4,058152056;24,52255987;42,245;82,54969893;22,095;45,73;62,32;108,65;18,645;152,25;145,0095972;39,235;60,98;21,24468684;5,969;40,485;11,11;#N/A;#N/A;28,9;41,94;2,46;13,5;13,97;112,45;#N/A;77,39;3,878;5,45;55,87;148,25;56,84;104,8553223;80,41;25,62;68,47;84,27702674;110,85;180,95;70,05;100,5;106,5;15,71;25,245;63,51;72,17;30,945
19/04/2016;168,5;66,18;88,25;4,100444964;24,64017407;42,885;84,52187603;22,4;45,63;64,52;111,15;18,515;153,45;150,4939345;39,705;61,33;21,35624933;5,998;41,52;11,175;#N/A;#N/A;29,525;43,13;2,42;13,67;14,25;115,45;#N/A;77,71;3,926;5,54;55,8;151,35;57,38;107,9060168;83,07;25,665;69,99;86,34073226;113,4;183,3;71,03;102,3;108,6;16,125;25,88;65,64;73,51;30,975
20/04/2016;168,1;65,56;84,66;4,247978364;24,64507466;43,345;85,44759182;22,715;46,815;64,63;111,75;18,615;154,5;150,0291602;39,69;61,76;21,06937434;6,108;41,185;11,18;#N/A;#N/A;29,795;43,07;2,464;13,89;14,385;116,1;#N/A;77,98;3,93;5,45;56,47;155,3;57,46;107,9552215;84,02;25,545;71,1;87,09199348;120,9;184,2;71,09;103,7;107,4;16,085;25,965;66,13;74,01;30,635
21/04/2016;165,15;64,24;85,08;4,36698864;24,69408058;43,65;85,32684628;22,73;47,64;63,87;114,65;18,36;152,1;148,8207469;39,575;62,68;20,25124937;6,066;40,56;11,435;#N/A;#N/A;29,45;40,47;2,49;14,07;14,315;114,5;#N/A;78,62;3,9;5,365;59,1;155,3;58,18;108,6932928;84,15;25,515;71,06;87,38163636;127,05;182,6;71,11;98,65;106,75;15,92;26,07;66,66;74,38;29,675
22/04/2016;163,45;65,01;85,37;4,39649532;24,64997525;43,825;84,44137901;22,865;47,79;63,13;115,5;18,36;149,75;140,8266281;39,75;60,79;20,27781187;6,131;40,275;11,47;#N/A;#N/A;29,5;40,16;2,46;14,15;14,255;113,35;#N/A;78,51;3,9;5,38;59,45;155,2;58,17;108,5456785;82,78;25,285;70,93;87,15535286;125,45;182,05;71,24;96,5;107,15;15,79;26,1;63,25;75,05;29,4
23/04/2016;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
