OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity
160.1147578;60.73950391;177.0463984;43.33637109;74.85624414;85.79129884;18.93487109;48.16868555;59.15267188;71.01371094;21.27813298;37.33079102;19.65316905;95.23659766;194.7222145;86.42625;245.3190887;14.79300873;51.70749805;59.53884258;66.33794726;63.58527148;90.04073829;377.1244141;16.43149766;12.82778086;24.50980028;31.04101367;31.6844707;16.88987305;73.99286523;33.91131914;64.21603125;61.42627539;47.90312891;9.992900781;56.84905325;107.3213203;10.79766719
