#NAME?;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity
DATES;px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d')
05/07/2011;79,61;34,83;144,4;37,51;27,98;60,67866898;10,795;31,775;46,695;26,41;17,02;33,02;15,4983561;51,37;101,838651;49,49;94,06367785;11,94627983;34,9;26,545;25,015;25,555;15,88;240,6;21,82;12,94;31,59142876;26,995;26,035;10,915;50,24;19,45;44,615;21,44;25,235;4,993;26,31876137;64,6;5,172
06/07/2011;78,47;33,715;140,7;37,38;27,83;60,17972148;10,1;29,92;46,66;26,09;17,185;32,12;15,0628731;50,95;101,0726081;48,535;93,10291072;11,72251266;33,055;26,07;24,13;24,93;15,42;237;20,9;12,615;30,31195263;26,615;24,805;10,48;50,21;17,965;41,22;20,075;24,165;4,66;25,90664458;66,01;5,098
07/07/2011;79,5;34,435;144,45;38;28,55;61,27740599;10,71;31,78;47,695;26,555;18,08;33,305;15,4790013;52,48;104,0015958;50,84;95,11594662;12,22779338;33,99;27,52;22,2;25;15,58;244,1;21,5;12,94;31,82406078;27,915;26,1;11,015;50,97;18,97;42,155;20,35;25,51;4,843;26,15618318;67,69;5,315
08/07/2011;79,77;35,755;143,45;37,935;29,02;62,14224833;11,095;32;47,83;27,645;18,61;34,22;15,9290004;52,49;106,209602;52,05;97,81524477;12,61758136;34,85;28,3;22,47;25,735;15,8;241,55;21,58;13,03;33,55716936;28,61;27,315;11,23;51,49;19,75;43,59;20,55;26,065;4,977;27,28288781;67,38;5,461
09/07/2011;78,9;35,085;140,7;37,735;29,42;61,28405862;10,9;30,8;47,935;27,115;18,205;32,92;15,4983561;52,45;105,8040498;52,02;101,5668117;12,31802208;34,945;28,19;23;25,51;15,7;241,4;21,075;13,02;32,89416809;28,08;27,03;10,645;50,23;19;42,79;21;26,17;4,919;27,38875267;66,62;5,031
10/07/2011;78,55;35,24;139,5;37,795;29,415;60,96473222;10,88;30,045;48,195;27,725;18,435;33,24;15,4886787;52,93;106,7052768;52,28;101,1093035;12,20974764;35,37;28,7;22,495;25,255;15,31;240,25;20,905;13,11;32,21953522;27,9;27,27;10,54;50,53;18,765;42,635;20,31;26,565;4,872;27,60426329;66,76;5,017
11/07/2011;80,46;37,705;146,5;39,12;31,625;63,52599607;12,48;35,13;50,37;28,805;19,775;35,095;16,5048057;53,24;112,2027615;54,94;106,5994015;12,19531105;36,45;30,31;23,825;26,08;15,55;244;22,355;13,59;36,17427962;28,39;29,89;11,065;52,58;22,995;45,74;21,57;27,35;5,942;27,9785712;68,76;5,246
12/07/2011;80,31;37,055;146,1;38,375;31,035;63,08026963;12,175;36,35;50,32;28,43;20,03;35,015;16,2919029;53,3;110,6706756;55,71;105,4098802;12,0040262;36,08;31,665;23,945;25,77;15,595;245,6;21,76;13,41;36,54649085;27,955;29,295;10,695;52,33;23,39;45,335;21,35;26,82;6,16;26,98041677;68,98;5,15
13/07/2011;79,81;35,7;144,5;37,815;30,485;62,36843786;11,77;32,85;50,3;27,72;19,23;33,69;15,725775;52,4;108,3725468;52,68;103,3053427;11,45904486;35,035;30,445;23,67;25,575;15,28;245,85;20,515;13,04;34,9645931;27,16;27,1;10,275;51,96;21,1;42,65;21,37;25,665;5,676;26,48133955;67,5;5
14/07/2011;77,78;33,67;138,8;36,67;29,99;60,62544792;10,3;28,56;48,52;26,13;18,775;31,29;14,9951313;51,08;103,505921;49,165;98,50150701;10,45931086;34,305;27,7;23,425;24,75;14,49;235,85;19,68;12,43;32,88253649;26,185;25,61;9,605;49,62;17,675;39,73;21,09;24,825;4,965;25,3319496;66,41;4,685
15/07/2011;77,42;34,22;138,6;37,08;29,82;60,87824799;10,405;29,685;48,915;26,535;18,925;31,785;15,1644858;51,2;106,3898474;50,19;100,3772905;10,62894082;34,735;28,995;23,915;24,8;14,535;248;20,145;12,585;33,53390615;27,25;25,985;9,809;49,87;17,6;40,68;21,285;25,13;4,984;25,44915713;66,91;4,888
16/07/2011;79,38;35,155;138,95;37,57;30,505;61,34393232;10,935;31,92;48,96;27,655;20,145;33,02;15,48384;52,32;106,4349087;51,88;101,1550543;11,00790136;36,28;30,165;24,265;25,52;14,71;244,65;20,845;12,835;34,19690742;26,925;27,5;10,305;50,7;18,615;42,375;21,645;25,61;5,278;26,47377778;68,51;5,257
17/07/2011;77,83;34,375;138,85;37,035;30,13;60,31942678;10,54;30,88;48,75;27;19,66;32,045;14,9757765;53,05;104,0015958;50,39;99,27927089;10,59645849;35,375;29,78;24,315;25,3;14,28;252,2;20,075;12,625;34,12711781;27,5;27,11;9,782;49,345;17,925;40,445;21,33;25,46;5,234;26,20911562;67,65;5,232
18/07/2011;77,41;33,86;136,15;36,95;29,65;59,43462654;10,35;30,77;48,17;26,485;19,155;31,76;15,2467437;52,87;103,0102461;50,38;100,1485364;10,59645849;36,055;29,51;24,22;25,12;13,68;251,25;20,485;12,49;34,12711781;28,2;27,06;9,768;48,93;17,495;39,345;21,215;25,185;5,104;25,88395925;67,51;5,31
19/07/2011;78,04;34,12;139;37,565;30,41;60,00675301;10,57;31,32;49,055;27,72;19,645;31,77;15,4112595;52,67;104,4972707;50,55;102,5275788;10,47374746;35,705;28,935;24,75;25,305;13,7;255,45;20,64;12,605;34,34811823;27,15;27,92;9,652;49,61;18,765;40,39;20,87;25,17;5,146;26,52671021;68,44;5,352
20/07/2011;77,43;32,65;134,9;37,22;30,145;58,96894221;10,055;30,68;48,7;27,64;19,235;30,9;14,9128734;52,04;103,2806142;48,665;100,9720511;10,01899481;35,115;27,985;24,28;24,675;13,15;250,4;20,075;12,355;32,45216725;25,98;26,33;9,034;48,98;18,2;39,2;19,965;24,1;5,016;26,01629033;68;5,23
21/07/2011;77,57;32,05;134,75;37,005;29,48;59,15521594;10,2;30,51;48,19;27,62;19,395;29,99;14,9660991;51,75;103,2355529;48,81;99,23352007;9,961248442;35,245;27,66;22,915;24,32;14,43;252;19,975;12,46;31,9869032;25,075;25,695;9,145;49,07;18,1;38,825;20,97;23,905;4,9;25,34707315;67,76;5,216
22/07/2011;78,5;33,28;137,05;37,64;30,02;60,37264785;10,605;32,235;48,945;28,74;20,24;31,36;15,3580338;52,48;105,443559;49,885;101,8870674;10,16696988;35,83;28,875;23,255;24,855;14,81;252,9;20,5;12,77;33,23148452;24,65;27,705;9,35;49,645;18,855;41,465;22,265;24,385;4,898;26,31876137;70,46;5,37
23/07/2011;78,19;32,525;133,45;37,6;29,82;59,45458444;10,405;31,815;48,235;28,005;19,66;30,675;15,3725499;52,13;105,2182523;48,92;102,5733296;9,943202702;35,235;28,655;22,605;24,58;14,98;251,35;19,8;12,61;32,39400924;24,655;26,55;8,916;49,505;18,625;40,485;22,05;24,06;4,84;25,81590326;68,29;5,35
24/07/2011;77,56;31,915;131;37,17;29,84;58,92902641;9,88;29,98;47,545;27,76;18,965;29,895;14,9806152;52,43;102,739878;47,53;100,8805494;9,62559768;34,33;27,285;21,94;24,475;14,43;248,2;19,715;12,46;31,61469196;24,165;25,725;8,583;49,415;17,655;39,525;21,99;23,845;4,63;25,47184246;67,93;5,246
25/07/2011;77,75;32,5;131,25;37,705;29,84;59,03546854;9,84;29,865;47,505;27,415;19,1;29,95;15,8128716;52,22;103,1454302;46,53;101,0178019;9,492059204;34,68;27,04;22,08;24,43;14,605;243,5;19,745;12,575;32,0450612;24,065;25,65;8,73;49,835;17,635;39,615;22;23,98;4,648;25,30926427;67,36;5,233
26/07/2011;77,33;31,685;127,95;37,43;29,935;58,68287897;9,614;28,485;47,175;26,5;18,72;29,1;15,3677112;52,87;101,9738351;45,315;99,00476599;9,246637141;33,7;26,225;21,07;23,83;14,19;235,6;19,355;12,415;31,39369154;23,535;24,34;8,668;49,77;16,945;38,8;21,205;23,64;4,429;24,76103551;66,2;5,086
27/07/2011;76,98;31,06;129,25;37,11;29,715;58,87580534;9,509;28,065;47,525;26,02;18,43;29,005;15,7306137;52,29;101,2979148;44,7;98,36425456;9,167235885;33,325;25,975;21,74;23,565;14,14;231,8;19,315;12,43;30,41663704;23,415;23,99;8,775;49,52;16,665;38,97;21,305;23,75;4,375;24,51905868;66,08;5,027
28/07/2011;76,03;29,825;125,5;36,02;29,75;57,5718892;9,028;26,85;46,3;25,865;17,835;28,055;15,3483564;51,02;97,46770005;43,09;95,52770397;8,712483239;32,26;24,49;20,66;22,84;13,73;229,05;18,575;11,97;28,24152762;22,59;22,75;8,44;48,555;16,01;36,675;20,8;22,945;4,134;24,46990714;63,77;4,7
29/07/2011;76,42;29,655;127,7;35,83;29,665;57,75816293;8,623;25,53;46,74;25,235;17,485;27,83;15,3677112;51,43;98,00843625;42,06;95,48195315;8,481497768;32,4;24,08;20,925;22,62;13,32;226,55;18,555;11,85;27,57852636;21,97;22,885;8,152;48,255;15,465;36,74;20,575;22,96;4,024;24,27330096;65,23;4,445
30/07/2011;75,17;29,205;124,4;35,32;28,6;57,15942593;8,65;24,8;45,295;24,445;17,18;27,02;14,9370669;51,68;96,0707982;41,82;93,46891724;8,488716064;32,5;23,42;20,76;22,325;13,1;223,8;18,185;11,635;26,41536624;21,75;22,1;8,16;48,035;15,05;35,66;20,19;22,72;3,98;23,85362239;65,34;4,286
31/07/2011;74,98;28,95;125,4;34,84;28,795;57,04633116;8,705;25,62;45,37;24,58;17,1;27,42;14,7919059;50,8;96,3411663;41,915;92,73690419;8,831585123;32,52;24,04;20,45;22,305;13,18;221,95;17,975;11,58;26,57820866;22,085;22,27;8,32;47,38;15,505;35,975;20,74;22,94;4,026;24,27330096;64,82;4,258
01/08/2011;75,03;29,385;125,95;35,69;28,48;57,20599436;8,85;25,85;45,7;24,875;17,31;27,28;14,9902926;51,36;97,4226387;42,29;92,69115337;8,809930235;32,64;24,25;20,665;22,195;13,175;224,5;18,13;11,71;27,33426273;22,345;22,62;8,372;48,225;15,83;36,085;20,745;22,775;4,075;24,23549208;66;4,349
02/08/2011;77,36;30,985;132,85;37,01;29,35;59,97348985;10,01;28,52;47,39;26,165;18,895;29,285;15,7015815;51,48;101,2077921;45,035;96,48847111;9,474013464;33,54;25,985;21,355;22,995;13,875;231,6;19,53;12,25;29,47447735;23,28;24,065;8,863;50,33;17,35;39,085;21,365;23,64;4,437;25,89152102;67,97;4,567
03/08/2011;77,28;31,59;132,8;37,26;30,09;59,78721611;10,105;28,165;48,06;26,89;18,565;29,815;15,9725487;52,04;100,937424;44,98;95,93946131;9,528150684;33,855;26,35;21,71;22,945;13,92;230;19,64;12,26;29,23021372;23,385;24,26;9,002;50,42;17,28;40,005;21,4;23,77;4,387;26,51914843;69,5;4,514
04/08/2011;80,32;33,105;138,25;38,335;30,35;62,50814316;10,72;29,47;49,045;28,095;19,75;31,405;16,5677088;53,11;105,0830682;47,18;101,749815;9,990121626;35,45;27,75;21,93;23,435;14,595;236;20,785;12,8;32,45216725;24,245;25,69;9,457;52,09;18,08;42;22,195;23,98;4,754;27,35094379;70,04;4,699
05/08/2011;79,2;32,435;138,05;38,305;30,27;61,17096385;10,5;28,875;48,72;27,715;20,115;31,1;16,45158;52,87;104,542332;46,925;102,1158215;9,899892926;35,42;27,7;21,52;22,955;14,22;233,4;20,88;12,685;32,73132567;23,82;25,41;9,488;52,01;17,5;41,53;21,77;24,14;4,572;26,95395055;68,96;4,658
06/08/2011;78,96;33,315;137,25;38,61;29,995;61,11774279;11,07;31,6;48,45;27,665;19,845;31,285;16,4080317;52,3;104,7676388;47,75;101,978569;10,25358943;35,525;28,74;21,6;23,205;14,59;229,9;20,92;12,645;33,09190531;23,97;25,66;9,414;51,79;18,905;42,17;21,93;24,72;4,8;27,29044958;68,84;4,759
07/08/2011;79,53;33,995;139,25;38,765;30,24;61,20422702;11,26;33,155;48,365;27,7;20,285;32,195;16,6112571;52,03;103,7762891;48,625;102,3445756;10,44126512;35,35;29,715;22,555;23,35;15;223;21,39;12,69;34,19690742;24,455;26,585;9,522;51,36;20,145;42,505;22,055;25,15;5,06;27,09384341;69,38;4,68
08/08/2011;79,21;33,555;138,5;38,65;30,635;61,30401652;11,26;33,045;48,02;27,32;19,005;31,81;16,5144831;51,64;103,9565345;47,785;102,4360772;10,05869544;35,52;29,615;22,25;23,145;14,995;231,3;20,975;12,695;33,24311612;24,05;25,83;9,094;51,81;20,27;41,81;21,925;25,095;4,9;27,1921465;69,35;4,615
09/08/2011;79,58;33,315;137,6;38,815;30,625;61,15765859;11,385;32,99;48,65;27,145;18,445;30,995;16,3209351;53,03;103,3256756;46,8;103,9458541;9,697780639;35,27;28,9;21,78;23,24;15,22;231,8;20,885;12,555;32,78948368;23,98;25,605;9,104;52,84;20;41,305;21,82;25,185;4,814;27,10518607;70,08;4,561
10/08/2011;78,48;32,335;134,05;37,905;30,39;60,45913208;10,95;31,11;47,6;26,25;17,76;29,66;15,9338391;53,11;100,80224;46,08;101,1550543;8,993996782;35,05;27,5;22,085;22,24;15,46;234,15;20,35;12,335;31,48674435;23,155;23,645;8,517;52,68;19,1;39,73;21,82;24,265;4,605;25,97091967;70,34;4,44
11/08/2011;80,4;33,07;137,1;38,855;30,52;61,37054286;11,17;32,505;47,86;27;18,52;30,775;16,3644834;52,88;103,1454302;47,165;103,0308378;9,286337769;35,645;28,475;22,83;22,35;15,455;229,35;21,34;12,535;32,89416809;23,74;24,555;8,79;53,34;19,555;41,79;22,405;24,63;4,795;26,53427198;69,3;4,44
12/08/2011;78,92;32,28;131,8;38,05;30,335;60,53896368;10,45;30,865;47,7;25,98;17,83;29,79;16,0741614;52,92;100,3516265;45,92;101,5210609;8,85324001;35,07;27,04;22,74;22,135;15,455;229,55;20,705;12,27;30,68416387;23,38;23,645;8,466;52,58;18,6;40,05;22,035;23,935;4,57;26,09190809;69,38;4,294
13/08/2011;78,73;32,48;130,75;38,5;30,625;60,50570052;10,1;30,085;47,695;25,76;17,545;29,21;16,0886775;53,55;99,13497;46,48;99,5995266;8,788275347;35,005;27,19;23,105;22,305;15,735;230,65;20,34;12,24;31,17269112;23,485;23,545;8,263;52,91;17,72;39,265;22,625;23,96;4,529;26,06922276;69,4;4,303
14/08/2011;76,73;31,485;127,3;37,565;29,4;59,44793181;9,69;27,87;46,905;24,8;16,615;27,74;15,6483558;52,17;95,4399393;44,77;96,44272029;8,55007158;34,11;26;21,435;21,69;15,72;223,2;19,625;11,955;29,77689898;23,065;22,46;8,049;51,81;16,305;37,51;22,15;23,02;4,225;24,7950635;68,31;4,208
