#NAME?;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity
DATES;px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d')
;81,18524219;28,12049609;-25,09639844;6,533628906;58,44375586;19,39051934;4,435128906;-3,293685547;9,247328124;37,48628906;-4,423132978;-2,520791016;6,526830954;2,003402343;138,8277855;25,47375;277,1809113;8,516991274;-4,767498046;2,831157422;57,66205274;44,71472852;75,65926171;220,4755859;-2,961497656;2,022219141;-4,741800279;2,118986328;8,335529297;3,500126953;4,577134765;-6,931319141;8,80396875;56,39372461;13,49687109;1,477099219;8,817409536;52,67867969;4,337332812
;79,88524219;28,56049609;-26,14639844;6,953628906;58,29375586;20,16324661;4,315128906;-3,663685547;8,747328124;37,88628906;-4,543132978;-2,230791016;6,766830954;0,863402343;141,3277855;25,07375;284,7809113;8,436991274;-5,177498046;2,621157422;59,11205274;44,66472852;75,65926171;220,2755859;-2,991497656;2,032219141;-4,511800279;2,198986328;8,205529297;3,560126953;4,497134765;-7,261319141;8,62396875;57,25372461;13,63687109;1,347099219;8,575432704;52,87867969;4,762332812
;80,18524219;28,08049609;-27,94639844;7,263628906;59,64375586;20,29961025;4,310128906;-3,718685547;9,387328124;38,38628906;-4,533132978;-2,400791016;6,396830954;1,163402343;137,2777855;24,97375;281,2809113;8,376991274;-5,877498046;2,161157422;56,66205274;44,31472852;75,45926171;220,2755859;-2,886497656;1,987219141;-4,665800279;2,238986328;8,125529297;3,410126953;4,497134765;-7,391319141;8,46396875;59,31372461;13,83687109;1,322099219;7,985614176;53,07867969;4,847332812
;79,88524219;27,26049609;-29,14639844;6,893628906;58,84375586;19,57233752;4,225128906;-3,588685547;9,387328124;37,63628906;-4,893132978;-2,685791016;6,476830954;1,823402343;132,5777855;23,97375;272,4809113;8,156991274;-5,507498046;1,451157422;55,01205274;41,91472852;74,95926171;211,8755859;-2,851497656;2,032219141;-4,849800279;2,058986328;7,805529297;3,440126953;4,257134765;-7,316319141;8,38396875;57,07372461;13,29687109;1,362099219;5,959058208;52,52867969;4,707332812
;82,38524219;28,70049609;-23,79639844;7,033628906;58,09375586;20,16324661;4,240128906;-3,968685547;9,847328124;38,33628906;-5,063132978;-2,330791016;6,666830954;1,623402343;135,0277855;25,67375;278,2809113;8,116991274;-5,177498046;1,291157422;54,56205274;40,96472852;76,35926171;211,4755859;-2,826497656;1,852219141;-4,809800279;2,668986328;8,075529297;3,640126953;3,967134765;-7,651319141;9,00396875;55,07372461;13,53687109;1,387099219;6,760606464;52,67867969;4,802332812
;80,08524219;28,76049609;-21,04639844;6,743628906;58,04375586;19,34506479;4,345128906;-3,363685547;9,987328124;39,98628906;-4,838132978;-1,775791016;6,666830954;3,503402343;150,2277855;27,62375;289,9809113;8,686991274;-4,917498046;1,791157422;54,11205274;42,51472852;78,75926171;214,8755859;-3,056497656;1,782219141;-4,911800279;2,858986328;8,065529297;3,660126953;3,147134765;-6,981319141;9,08396875;56,07372461;14,05687109;1,587099219;10,90445971;52,82867969;4,902332812
;80,18524219;28,92049609;-22,54639844;6,653628906;59,19375586;19,34506479;4,405128906;-1,853685547;10,24732812;40,38628906;-4,498132978;-1,450791016;6,626830954;5,763402343;148,1777855;29,92375;285,0809113;9,136991274;-4,517498046;2,691157422;55,66205274;42,71472852;82,65926171;222,2755859;-3,231497656;1,732219141;-4,454800279;2,958986328;9,025529297;3,570126953;1,407134765;-5,911319141;9,42396875;57,17372461;14,09687109;1,947099219;11,40353693;51,47867969;5,257332812
;78,38524219;28,56049609;-22,04639844;6,733628906;59,54375586;19,61779207;4,515128906;-1,318685547;10,82732812;41,23628906;-4,413132978;-1,210791016;6,716830954;6,363402343;148,2277855;29,52375;286,2809113;9,296991274;-3,957498046;2,631157422;54,91205274;43,51472852;81,25926171;222,8755859;-3,116497656;1,812219141;-4,374800279;3,448986328;8,945529297;3,780126953;1,007134765;-5,926319141;9,66396875;55,81372461;14,33687109;2,207099219;13,44521645;51,62867969;5,067332812
;80,18524219;29,06049609;-20,54639844;6,218628906;59,24375586;20,20870116;4,610128906;-0,508685547;10,52732812;40,78628906;-4,278132978;-0,570791016;6,176830954;8,513402343;151,5777855;31,07375;287,5809113;9,416991274;-2,187498046;2,491157422;55,31205274;43,86472852;79,25926171;227,4755859;-3,136497656;1,752219141;-4,069800279;3,778986328;9,075529297;4,180126953;1,107134765;-5,371319141;9,86396875;56,49372461;14,85687109;2,377099219;12,52267978;48,77867969;5,407332812
;82,58524219;28,94049609;-21,94639844;6,753628906;59,29375586;20,70870116;4,765128906;0,271314453;10,44732812;40,48628906;-4,513132978;-0,415791016;6,026830954;11,86340234;156,1277855;31,57375;292,1809113;9,756991274;-0,907498046;3,751157422;56,56205274;42,56472852;77,15926171;229,6755859;-3,131497656;1,742219141;-3,224800279;3,948986328;8,885529297;4,360126953;-0,932865235;-4,911319141;10,74396875;57,61372461;15,59687109;2,322099219;13,62669907;49,02867969;5,687332812
;83,08524219;28,62049609;-22,39639844;6,963628906;60,59375586;21,7541557;4,800128906;0,816314453;11,24732812;40,33628906;-4,563132978;-0,460791016;6,236830954;12,91340234;157,5777855;31,02375;265,0809113;10,03699127;-0,127498046;4,331157422;57,41205274;44,16472852;77,55926171;232,8755859;-3,096497656;1,797219141;-3,469800279;3,958986328;8,955529297;4,160126953;-1,122865235;-4,896319141;12,78396875;58,81372461;16,55687109;2,477099219;14,54923574;47,37867969;5,807332812
;82,98524219;27,56049609;-26,19639844;7,883628906;61,64375586;21,43597389;4,785128906;-0,058685547;11,92732812;40,98628906;-4,603132978;-0,845791016;6,086830954;14,06340234;154,3777855;29,42375;286,2809113;9,916991274;0,052501954;3,191157422;58,86205274;44,11472852;80,05926171;235,8755859;-3,166497656;1,657219141;-4,064800279;3,378986328;9,265529297;4,330126953;0,177134765;-5,636319141;11,90396875;61,37372461;16,83687109;2,172099219;14,41312378;48,17867969;5,222332812
;84,88524219;29,16049609;-21,54639844;6,703628906;67,39375586;21,29961025;4,710128906;-1,018685547;11,94732812;42,98628906;-4,523132978;-1,145791016;6,006830954;11,86340234;156,2277855;28,07375;287,7809113;9,496991274;0,292501954;0,961157422;59,46205274;46,66472852;81,75926171;241,8755859;-3,406497656;1,417219141;-4,349800279;3,798986328;8,315529297;4,230126953;0,347134765;-6,391319141;12,20396875;60,77372461;16,45687109;2,052099219;13,89892301;49,42867969;6,042332812
;83,58524219;27,96049609;-21,69639844;6,568628906;67,54375586;22,39051934;4,765128906;-1,403685547;12,30732812;42,98628906;-3,928132978;-1,605791016;5,926830954;12,31340234;153,1277855;28,92375;283,9809113;8,756991274;-0,367498046;0,021157422;58,81205274;47,16472852;80,55926171;240,6755859;-3,431497656;1,487219141;-4,713800279;3,658986328;8,065529297;4,310126953;-0,372865235;-6,371319141;12,24396875;60,47372461;16,19687109;2,022099219;14,76096547;49,02867969;5,762332812
;81,78524219;28,58049609;-21,09639844;6,008628906;64,94375586;22,16324661;4,715128906;-1,268685547;12,40732812;37,23628906;-4,003132978;-1,190791016;6,196830954;12,61340234;151,7277855;29,72375;284,0809113;8,476991274;1,532501954;1,371157422;63,01205274;48,31472852;80,85926171;242,8755859;-3,311497656;1,537219141;-5,109800279;3,828986328;8,115529297;4,330126953;2,207134765;-6,211319141;12,12396875;60,43372461;16,67687109;2,132099219;13,76281104;48,42867969;5,417332812
;82,78524219;28,46049609;-22,59639844;5,258628906;63,74375586;21,48142843;4,745128906;-0,503685547;12,46732812;38,83628906;-4,093132978;-0,890791016;6,336830954;13,41340234;150,6277855;29,97375;279,6809113;8,576991274;1,832501954;1,491157422;62,76205274;48,71472852;82,45926171;244,0755859;-3,406497656;1,557219141;-4,933800279;4,078986328;8,205529297;4,270126953;3,497134765;-5,481319141;12,54396875;61,59372461;17,41687109;2,397099219;13,47546355;49,12867969;5,357332812
;84,98524219;29,28049609;-23,79639844;6,208628906;66,19375586;21,98142843;4,810128906;-0,718685547;12,92732812;37,08628906;-3,908132978;-0,890791016;6,216830954;13,26340234;154,3277855;28,72375;281,6809113;8,566991274;1,172501954;1,281157422;63,56205274;42,86472852;81,25926171;250,0755859;-3,226497656;1,137219141;-5,181800279;2,498986328;7,515529297;4,170126953;3,497134765;-5,691319141;11,24396875;60,45372461;17,61687109;2,237099219;12,55292688;48,02867969;5,577332812
;78,58524219;28,44049609;-23,24639844;6,043628906;61,84375586;21,93597389;3,695128906;-0,168685547;12,66732812;36,38628906;-3,953132978;-1,000791016;6,136830954;11,66340234;156,2777855;28,02375;274,8809113;8,106991274;1,672501954;1,371157422;60,56205274;41,56472852;79,65926171;240,8755859;-3,221497656;1,277219141;-5,889800279;2,628986328;7,445529297;4,380126953;3,037134765;-5,531319141;9,74396875;58,55372461;14,25687109;2,347099219;13,59645197;47,02867969;5,597332812
;81,18524219;27,64049609;-26,14639844;5,833628906;60,54375586;21,98142843;4,135128906;0,086314453;13,30732812;36,28628906;-4,113132978;-1,210791016;5,906830954;11,26340234;160,3277855;27,47375;280,6809113;7,846991274;1,152501954;0,731157422;60,61205274;41,91472852;77,65926171;244,2755859;-3,176497656;1,102219141;-5,693800279;2,288986328;7,055529297;4,550126953;3,627134765;-5,211319141;10,28396875;58,13372461;14,47687109;2,387099219;11,11094675;47,87867969;5,627332812
;80,28524219;26,80049609;-25,79639844;4,653628906;61,34375586;21,29961025;3,880128906;-0,283685547;13,28732812;33,13628906;-4,163132978;-1,845791016;5,766830954;12,06340234;149,6777855;25,57375;267,6809113;7,366991274;0,832501954;-0,668842578;60,71205274;40,86472852;78,45926171;240,8755859;-3,266497656;1,052219141;-6,139800279;1,858986328;6,965529297;4,320126953;2,717134765;-5,731319141;9,32396875;58,27372461;13,45687109;2,262099219;12,03094675;47,67867969;4,817332812
;75,98524219;25,88049609;-27,49639844;3,368628906;59,39375586;19,39051934;3,570128906;-1,293685547;10,70732812;33,13628906;-3,698132978;-2,630791016;5,466830954;10,56340234;140,3277855;24,32375;261,8809113;6,966991274;1,052501954;-1,248842578;58,21205274;38,81472852;77,95926171;234,4755859;-3,276497656;1,082219141;-6,701800279;1,738986328;7,415529297;4,710126953;2,237134765;-6,826319141;8,32396875;56,11372461;13,49687109;2,092099219;9,450946752;47,57867969;4,537332812
;78,18524219;25,90049609;-28,89639844;3,643628906;61,29375586;19,11779207;3,410128906;-1,348685547;10,86732812;33,68628906;-3,663132978;-2,455791016;5,756830954;11,71340234;144,8777855;24,17375;270,3809113;6,986991274;0,572501954;-1,518842578;57,91205274;38,46472852;78,75926171;241,6755859;-3,296497656;1,122219141;-6,739800279;2,108986328;8,015529297;4,180126953;2,337134765;-7,011319141;8,60396875;57,37372461;13,11687109;2,122099219;11,39094675;49,72867969;4,762332812
;75,68524219;24,48049609;-30,44639844;3,268628906;60,29375586;17,02688298;3,175128906;-2,748685547;10,30732812;31,28628906;-3,778132978;-3,365791016;5,226830954;10,76340234;137,1277855;20,97375;256,2809113;6,446991274;-0,487498046;-3,328842578;56,06205274;37,06472852;74,95926171;230,6755859;-3,436497656;1,057219141;-7,821800279;1,538986328;7,765529297;3,780126953;-0,612865235;-7,626319141;7,06396875;55,37372461;12,09687109;1,572099219;10,39094675;47,07867969;3,982332812
;74,88524219;25,10049609;-31,29639844;3,533628906;60,94375586;17,43597389;3,165128906;-2,678685547;10,66732812;33,38628906;-3,748132978;-3,315791016;5,106830954;14,96340234;138,8277855;23,52375;261,7809113;6,366991274;-0,707498046;-3,808842578;56,71205274;36,91472852;74,05926171;231,4755859;-3,311497656;0,902219141;-8,269800279;1,528986328;6,945529297;3,810126953;-1,272865235;-7,821319141;7,08396875;56,07372461;12,19687109;1,562099219;11,53094675;46,27867969;4,117332812
;75,58524219;24,34049609;-33,94639844;3,528628906;57,84375586;17,20870116;3,020128906;-3,388685547;10,52732812;32,63628906;-3,963132978;-3,940791016;4,966830954;15,11340234;129,0277855;19,97375;245,6809113;5,826991274;-2,047498046;-5,168842578;53,86205274;35,37472852;70,45926171;221,4755859;-3,236497656;0,692219141;-9,109800279;0,788986328;6,185529297;3,930126953;-1,032865235;-8,401319141;5,80396875;54,09372461;11,57687109;1,267099219;10,93094675;45,62867969;3,372332812
;77,18524219;26,26049609;-32,79639844;4,063628906;60,24375586;18,93597389;3,215128906;-2,688685547;10,78732812;35,38628906;-3,783132978;-3,495791016;5,126830954;13,76340234;139,5777855;22,82375;263,1809113;6,276991274;-1,587498046;-6,428842578;55,06205274;35,15472852;76,35926171;229,8755859;-2,991497656;0,832219141;-9,129800279;1,108986328;6,415529297;3,090126953;-0,592865235;-8,116319141;7,70396875;57,57372461;12,69687109;1,372099219;13,41094675;47,07867969;4,292332812
;79,58524219;27,64049609;-33,79639844;4,393628906;59,29375586;18,7541557;3,310128906;-2,913685547;10,90732812;33,33628906;-3,673132978;-3,285791016;5,186830954;13,31340234;142,4277855;25,97375;271,2809113;6,616991274;-0,987498046;-6,948842578;57,96205274;36,61472852;77,25926171;235,4755859;-2,821497656;0,822219141;-9,209800279;1,878986328;6,825529297;3,210126953;-0,172865235;-8,281319141;7,94396875;59,45372461;12,99687109;1,077099219;13,73094675;48,17867969;4,837332812
;84,38524219;28,46049609;-33,04639844;5,268628906;63,79375586;21,66324661;3,675128906;-2,218685547;12,00732812;36,03628906;-3,728132978;-2,840791016;5,326830954;14,71340234;146,4777855;24,92375;276,5809113;6,566991274;-0,987498046;-7,538842578;59,81205274;38,61472852;80,95926171;237,8755859;-2,611497656;0,952219141;-9,303800279;2,348986328;7,645529297;3,240126953;1,047134765;-7,916319141;9,04396875;61,07372461;13,79687109;1,327099219;14,25094675;51,57867969;4,967332812
;83,48524219;28,74049609;-34,94639844;5,833628906;66,44375586;21,57233752;3,670128906;-2,793685547;12,04732812;35,23628906;-3,928132978;-3,230791016;5,246830954;14,71340234;146,1277855;23,57375;276,6809113;6,576991274;-1,207498046;-7,848842578;59,41205274;38,31472852;79,25926171;242,8755859;-2,851497656;0,997219141;-9,887800279;1,908986328;7,715529297;3,200126953;1,237134765;-8,196319141;8,46396875;59,57372461;13,71687109;1,207099219;14,77094675;53,22867969;4,787332812
;81,08524219;28,18049609;-35,69639844;5,888628906;62,64375586;17,07233752;3,480128906;-3,543685547;11,38732812;32,78628906;-4,218132978;-3,355791016;4,906830954;13,21340234;135,3277855;21,57375;257,8809113;6,206991274;-1,387498046;-8,898842578;58,46205274;37,91472852;76,75926171;226,2755859;-2,876497656;1,132219141;-10,08380028;1,398986328;7,365529297;3,130126953;0,347134765;-8,826319141;8,00396875;57,65372461;12,91687109;1,077099219;12,23094675;51,47867969;3,372332812
;81,18524219;28,66049609;-35,74639844;6,428628906;64,34375586;17,2541557;3,645128906;-3,173685547;12,04732812;33,83628906;-4,158132978;-3,490791016;4,996830954;11,91340234;140,4277855;19,42375;264,7809113;6,496991274;-1,167498046;-8,158842578;56,81205274;38,06472852;78,95926171;238,0755859;-3,596497656;1,057219141;-9,557800279;1,548986328;7,945529297;3,370126953;-0,042865235;-8,671319141;8,96396875;56,83372461;13,61687109;1,212099219;14,07094675;53,47867969;3,962332812
;82,98524219;28,68049609;-37,54639844;5,668628906;65,39375586;18,48142843;3,500128906;-3,658685547;11,86732812;35,68628906;-4,218132978;-3,680791016;4,896830954;11,56340234;141,5777855;19,42375;263,1809113;6,076991274;-0,867498046;-8,588842578;57,16205274;37,56472852;84,35926171;240,4755859;-3,611497656;1,042219141;-9,847800279;1,278986328;8,195529297;3,460126953;0,907134765;-8,886319141;8,90396875;56,79372461;14,19687109;0,987099219;15,97094675;54,57867969;3,757332812
;81,98524219;27,68049609;-41,44639844;4,053628906;62,24375586;16,48142843;3,220128906;-4,518685547;11,64732812;31,63628906;-4,418132978;-4,205791016;3,916830954;10,66340234;139,2777855;17,12375;245,8809113;5,696991274;-2,057498046;-9,568842578;53,01205274;35,57472852;81,85926171;227,8755859;-3,881497656;0,952219141;-10,49980028;0,658986328;7,985529297;3,200126953;0,907134765;-9,311319141;7,68396875;53,45372461;13,27687109;0,682099219;13,73094675;54,42867969;2,932332812
;83,08524219;29,30049609;-38,64639844;4,218628906;61,89375586;17,57233752;3,370128906;-4,263685547;12,64732812;32,38628906;-4,598132978;-4,130791016;3,946830954;10,86340234;141,7777855;19,07375;237,3809113;5,796991274;-2,317498046;-9,553842578;55,56205274;35,53472852;82,85926171;225,8755859;-3,811497656;1,122219141;-10,36780028;0,858986328;8,185529297;3,500126953;1,167134765;-9,256319141;9,68396875;55,11372461;13,53687109;0,192099219;14,15094675;55,47867969;2,862332812
;84,38524219;29,70049609;-38,14639844;4,513628906;61,14375586;18,2541557;3,445128906;-3,968685547;12,80732812;32,53628906;-4,508132978;-4,105791016;3,746830954;10,96340234;143,9277855;19,47375;240,6309113;5,126991274;-2,137498046;-3,508842578;55,46205274;35,21472852;84,45926171;228,8755859;-3,681497656;1,192219141;-10,26580028;0,798986328;8,655529297;3,790126953;1,577134765;-10,86631914;9,62396875;55,41372461;13,67687109;0,357099219;14,63094675;55,72867969;2,907332812
;83,38524219;28,86049609;-39,09639844;4,183628906;58,74375586;16,93597389;3,260128906;-3,883685547;13,10732812;31,08628906;-4,383132978;-4,220791016;3,976830954;8,763402343;147,8777855;20,47375;233,9309113;6,046991274;-1,587498046;-3,038842578;52,91205274;35,09472852;87,05926171;228,0755859;-3,731497656;1,202219141;-10,38580028;0,408986328;8,825529297;3,870126953;0,247134765;-11,31631914;9,46396875;54,89372461;14,05687109;0,317099219;14,09094675;55,17867969;2,742332812
;80,18524219;27,34049609;-40,69639844;3,498628906;57,39375586;15,98142843;3,125128906;-6,843685547;12,24732812;29,28628906;-4,448132978;-4,910791016;3,996830954;7,963402343;143,4777855;16,72375;215,7809113;5,536991274;-2,707498046;-2,688842578;50,81205274;33,81472852;80,95926171;218,2755859;-3,911497656;1,107219141;-10,97380028;0,458986328;8,945529297;3,650126953;-0,732865235;-11,36131914;7,02396875;52,95372461;12,73687109;0,227099219;12,35094675;53,42867969;2,697332812
;81,78524219;28,08049609;-42,09639844;3,503628906;58,14375586;16,89051934;3,235128906;-6,818685547;12,68732812;29,78628906;-4,408132978;-4,555791016;4,446830954;8,413402343;146,9277855;17,17375;229,2309113;5,306991274;-2,187498046;-3,048842578;51,76205274;35,09472852;82,85926171;221,4755859;-3,931497656;1,217219141;-10,98580028;0,838986328;9,065529297;3,630126953;-0,802865235;-11,34631914;7,40396875;53,81372461;13,07687109;0,327099219;12,15094675;54,47867969;2,787332812
;80,28524219;27,72049609;-41,69639844;3,303628906;57,99375586;15,57233752;3,145128906;-7,293685547;12,24732812;29,08628906;-4,438132978;-4,915791016;4,476830954;7,913402343;143,8777855;16,52375;220,6309113;5,176991274;-2,807498046;-5,618842578;51,36205274;34,97472852;81,95926171;217,6755859;-3,981497656;1,212219141;-11,24980028;0,288986328;9,195529297;3,820126953;-1,752865235;-11,45131914;6,58396875;53,43372461;12,23687109;0,237099219;11,37094675;50,47867969;2,897332812
;81,38524219;28,20049609;-42,34639844;3,373628906;58,64375586;16,79961025;2,865128906;-7,353685547;13,80732812;27,74628906;-4,358132978;-4,655791016;4,756830954;9,763402343;145,7777855;15,42375;221,2309113;5,186991274;-2,527498046;-5,288842578;52,71205274;35,83472852;81,45926171;220,4755859;-3,916497656;1,322219141;-11,19180028;0,098986328;8,885529297;4,050126953;-0,242865235;-11,51631914;7,64396875;55,73372461;11,55687109;0,177099219;11,21094675;51,67867969;2,947332812
;79,68524219;28,50049609;-40,64639844;3,883628906;54,74375586;18,11779207;3,355128906;-6,173685547;12,66732812;26,78628906;-4,253132978;-4,335791016;4,596830954;8,313402343;147,3777855;17,62375;223,1309113;5,666991274;-2,177498046;-2,968842578;54,01205274;34,69472852;80,45926171;218,4755859;-3,776497656;0,982219141;-10,65180028;0,398986328;9,235529297;3,760126953;-0,312865235;-11,19131914;7,84396875;57,05372461;12,05687109;0,527099219;11,55094675;48,97867969;3,332332812
;82,08524219;28,58049609;-38,74639844;3,538628906;57,54375586;18,02688298;3,265128906;-6,438685547;12,54732812;27,06628906;-4,378132978;-3,955791016;4,866830954;10,66340234;154,7777855;18,32375;226,0809113;5,806991274;-2,457498046;-3,338842578;54,41205274;35,69472852;84,65926171;228,8755859;-3,486497656;1,072219141;-10,99980028;0,488986328;9,595529297;4,100126953;-0,282865235;-11,49131914;8,08396875;57,27372461;12,59687109;0,422099219;12,55094675;51,67867969;3,197332812
;81,98524219;28,40049609;-42,04639844;3,903628906;56,99375586;18,02688298;3,235128906;-7,163685547;12,42732812;26,06628906;-4,763132978;-4,220791016;4,456830954;10,46340234;155,6277855;17,57375;225,6309113;5,806991274;-2,707498046;-6,938842578;53,61205274;36,46472852;84,45926171;230,0755859;-3,441497656;0,797219141;-11,24380028;0,138986328;9,885529297;4,150126953;1,027134765;-11,60631914;7,72396875;56,53372461;12,47687109;0,247099219;11,95094675;50,07867969;3,007332812
;84,98524219;29,54049609;-40,64639844;4,458628906;60,49375586;20,48142843;3,465128906;-7,353685547;13,10732812;28,34628906;-4,498132978;-3,765791016;4,786830954;11,76340234;162,3277855;17,62375;234,2809113;5,746991274;-2,127498046;-5,848842578;56,01205274;39,21472852;85,75926171;234,2755859;-3,216497656;0,897219141;-11,02580028;0,608986328;10,1455293;4,450126953;4,327134765;-11,80631914;8,94396875;59,49372461;14,03687109;0,297099219;13,27094675;52,87867969;3,327332812
;85,08524219;29,80049609;-39,19639844;4,913628906;60,69375586;19,7541557;3,485128906;-6,688685547;13,44732812;29,03628906;-4,288132978;-4,725791016;4,896830954;11,56340234;163,4777855;18,72375;236,4309113;6,086991274;-2,067498046;-4,458842578;56,96205274;39,71472852;85,95926171;233,4755859;-3,331497656;0,937219141;-10,42380028;0,758986328;10,4155293;4,400126953;3,307134765;-11,64131914;9,80396875;59,63372461;14,25687109;0,502099219;13,35094675;52,07867969;3,677332812
;85,48524219;29,92049609;-39,69639844;4,933628906;61,59375586;20,7541557;3,720128906;-6,613685547;13,22732812;29,88628906;-4,123132978;-3,850791016;4,546830954;11,51340234;164,8777855;21,42375;245,2809113;6,326991274;-1,267498046;-3,818842578;58,41205274;40,36472852;85,95926171;240,8755859;-3,361497656;1,022219141;-9,495800279;0,838986328;10,1155293;4,220126953;2,107134765;-11,61131914;10,10396875;61,97372461;15,05687109;0,507099219;15,13094675;51,87867969;3,997332812
;87,08524219;29,42049609;-41,39639844;3,613628906;60,09375586;21,7541557;3,665128906;-7,028685547;13,24732812;28,46628906;-4,058132978;-3,840791016;4,856830954;10,26340234;162,0777855;20,92375;241,8309113;5,996991274;-1,527498046;-4,548842578;57,81205274;41,41472852;85,05926171;236,6755859;-3,426497656;1,032219141;-9,917800279;0,408986328;10,2155293;4,260126953;2,577134765;-12,06631914;10,22396875;60,85372461;15,01687109;0,382099219;14,93094675;51,77867969;3,747332812
;87,28524219;28,84049609;-40,24639844;3,643628906;62,89375586;21,66324661;3,750128906;-7,068685547;13,50732812;28,84628906;-4,028132978;-3,555791016;4,816830954;9,413402343;160,5277855;23,82375;239,6809113;6,106991274;-1,447498046;-3,928842578;56,91205274;42,91472852;84,35926171;234,0755859;-3,621497656;1,062219141;-9,581800279;0,388986328;9,995529297;4,260126953;1,987134765;-12,43131914;10,86396875;61,23372461;15,03687109;0,392099219;15,67094675;51,62867969;3,812332812
;87,88524219;28,84049609;-41,19639844;3,913628906;62,14375586;22,16324661;3,675128906;-7,308685547;13,36732812;26,14628906;-4,168132978;-4,065791016;4,826830954;11,16340234;159,2777855;23,47375;241,1309113;5,926991274;-1,707498046;-3,798842578;56,56205274;41,86472852;83,85926171;235,0755859;-3,476497656;0,992219141;-9,937800279;0,398986328;9,825529297;4,360126953;1,987134765;-12,67631914;10,84396875;60,99372461;14,63687109;0,302099219;14,63094675;50,52867969;3,342332812
;89,18524219;29,16049609;-42,44639844;3,813628906;62,99375586;21,79961025;3,990128906;-7,413685547;13,68732812;27,32628906;-4,078132978;-4,150791016;4,976830954;11,51340234;163,5777855;25,07375;248,9309113;6,036991274;-1,527498046;-3,348842578;58,56205274;44,41472852;83,75926171;234,4755859;-3,606497656;0,957219141;-10,13580028;0,238986328;10,1655293;4,370126953;1,477134765;-12,78131914;10,82396875;63,57372461;14,93687109;0,377099219;14,61094675;52,77867969;3,267332812
;92,78524219;30,86049609;-40,49639844;4,853628906;67,04375586;24,29961025;4,185128906;-6,673685547;14,94732812;30,88628906;-4,013132978;-2,935791016;5,116830954;14,76340234;174,0777855;25,92375;268,8809113;6,566991274;-1,487498046;-4,808842578;62,66205274;44,71472852;88,85926171;255,2755859;-3,001497656;1,282219141;-9,227800279;1,008986328;10,6355293;4,690126953;3,477134765;-12,34131914;13,22396875;64,03372461;16,03687109;0,517099219;15,99094675;55,62867969;3,697332812
;94,08524219;31,94049609;-40,24639844;4,978628906;66,44375586;24,02688298;4,245128906;-5,943685547;15,14732812;30,48628906;-4,073132978;-2,740791016;4,896830954;16,36340234;171,2777855;27,62375;262,8809113;6,576991274;-0,987498046;-4,958842578;65,36205274;43,41472852;86,95926171;251,6755859;-2,931497656;1,172219141;-9,201800279;1,458986328;10,1655293;4,530126953;3,887134765;-11,86131914;13,04396875;61,57372461;15,49687109;0,757099219;15,65094675;55,02867969;4,017332812
;95,48524219;31,94049609;-43,19639844;5,353628906;67,24375586;23,98142843;4,180128906;-6,748685547;15,72732812;31,98628906;-4,488132978;-2,965791016;5,216830954;17,36340234;175,2777855;27,42375;267,6809113;6,726991274;-2,247498046;-4,688842578;66,11205274;43,41472852;88,55926171;256,8755859;-2,986497656;1,147219141;-9,209800279;1,258986328;10,2355293;4,560126953;4,337134765;-12,18631914;14,08396875;62,03372461;15,89687109;0,442099219;15,01094675;56,42867969;4,372332812
